#,Publish,ProjectTitle-es,Tag,ProjectTitle-es,Job,projectText1,projectText2,slug,SimpleName,Imagesfolder,href,thumbnail,IMG#,Images,Video links,Vid#,Videos,Cliente/Client,Año/Year,Producción/Production,,row
36,FALSE,RGB,Proyecto personal,RGB,Lookdev/Animación,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.",36-rgb,rgb,../projects/36-rgb/,..projects/36-rgb.html,rgb-thumb.jpg,4,"rgb-1.jpg, rgb-2.jpg, rgb-3.jpg, rgb-4.jpg",,1,rgb-1.mp4,,2010–2012,Proyecto Personal,,"<a href=""#"" class=""work-wrapper w-inline-block""><div class=""work-title-wrapper""><div class=""projecttitle"">RGB</div><div class=""projecttitle hide"">—</div><div class=""projecttitle light-text"">Lookdev/Animación</div></div><div class=""project-card-thumbnail-wrapper""><img loading=""lazy"" src=""../projects/36-rgb/rgb-thumb.jpg"" alt="""" class=""work-photo thumb""><img loading=""lazy"" src=""../projects/36-rgb/rgb-2.jpg"" alt="""" class=""work-photo second-photo""></div><img loading=""lazy"" src=""../projects/36-rgb/rgb-3.jpg"" alt="""" class=""work-bg""><div class=""overlay-main _01 less full""></div></a>"
37,FALSE,Corales,Proyecto personal,Corales,Modelado 3D/Lookdev/Animación,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.",37-corales,corales,../projects/37-corales/,..projects/37-corales.html,corales-thumb.jpg,4,"corales-1.jpg, corales-2.jpg, corales-3.jpg, corales-4.jpg",,1,corales-1.mp4,CASAACTIVA S.A.S.,2010–2012,Proyecto Personal,,"<a href=""#"" class=""work-wrapper w-inline-block""><div class=""work-title-wrapper""><div class=""projecttitle"">Corales</div><div class=""projecttitle hide"">—</div><div class=""projecttitle light-text"">Modelado 3D/Lookdev/Animación</div></div><div class=""project-card-thumbnail-wrapper""><img loading=""lazy"" src=""../projects/37-corales/corales-thumb.jpg"" alt="""" class=""work-photo thumb""><img loading=""lazy"" src=""../projects/37-corales/corales-2.jpg"" alt="""" class=""work-photo second-photo""></div><img loading=""lazy"" src=""../projects/37-corales/corales-3.jpg"" alt="""" class=""work-bg""><div class=""overlay-main _01 less full""></div></a>"
38,FALSE,HTC Vive 500,Publicidad,HTC Vive 500,Modelado 3D/Animación,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.",38-htc-vive-500,htc-vive-500,../projects/38-htc-vive-500/,..projects/38-htc-vive-500.html,htc-vive-500-thumb.jpg,4,"htc-vive-500-1.jpg, htc-vive-500-2.jpg, htc-vive-500-3.jpg, htc-vive-500-4.jpg",,1,htc-vive-500-1.mp4,HTC,2010–2012,Eduardo Restrepo producciones,,"<a href=""#"" class=""work-wrapper w-inline-block""><div class=""work-title-wrapper""><div class=""projecttitle"">HTC Vive 500</div><div class=""projecttitle hide"">—</div><div class=""projecttitle light-text"">Modelado 3D/Animación</div></div><div class=""project-card-thumbnail-wrapper""><img loading=""lazy"" src=""../projects/38-htc-vive-500/htc-vive-500-thumb.jpg"" alt="""" class=""work-photo thumb""><img loading=""lazy"" src=""../projects/38-htc-vive-500/htc-vive-500-2.jpg"" alt="""" class=""work-photo second-photo""></div><img loading=""lazy"" src=""../projects/38-htc-vive-500/htc-vive-500-3.jpg"" alt="""" class=""work-bg""><div class=""overlay-main _01 less full""></div></a>"
39,FALSE,Manatee,Web,Manatee,Diseño Web/Desarrollo,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.",39-manatee,manatee,../projects/39-manatee/,..projects/39-manatee.html,manatee-thumb.jpg,4,"manatee-1.jpg, manatee-2.jpg, manatee-3.jpg, manatee-4.jpg",,1,manatee-1.mp4,Manatee Doors,2008–2012,,,"<a href=""#"" class=""work-wrapper w-inline-block""><div class=""work-title-wrapper""><div class=""projecttitle"">Manatee</div><div class=""projecttitle hide"">—</div><div class=""projecttitle light-text"">Diseño Web/Desarrollo</div></div><div class=""project-card-thumbnail-wrapper""><img loading=""lazy"" src=""../projects/39-manatee/manatee-thumb.jpg"" alt="""" class=""work-photo thumb""><img loading=""lazy"" src=""../projects/39-manatee/manatee-2.jpg"" alt="""" class=""work-photo second-photo""></div><img loading=""lazy"" src=""../projects/39-manatee/manatee-3.jpg"" alt="""" class=""work-bg""><div class=""overlay-main _01 less full""></div></a>"
40,FALSE,Homunculos,Proyecto personal,Homunculos,3D/Interactividad/Instalación artistica,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.",40-homunculos,homunculos,../projects/40-homunculos/,..projects/40-homunculos.html,homunculos-thumb.jpg,4,"homunculos-1.jpg, homunculos-2.jpg, homunculos-3.jpg, homunculos-4.jpg",,1,homunculos-1.mp4,,2007–2011,Proyecto Personal,,"<a href=""#"" class=""work-wrapper w-inline-block""><div class=""work-title-wrapper""><div class=""projecttitle"">Homunculos</div><div class=""projecttitle hide"">—</div><div class=""projecttitle light-text"">3D/Interactividad/Instalación artistica</div></div><div class=""project-card-thumbnail-wrapper""><img loading=""lazy"" src=""../projects/40-homunculos/homunculos-thumb.jpg"" alt="""" class=""work-photo thumb""><img loading=""lazy"" src=""../projects/40-homunculos/homunculos-2.jpg"" alt="""" class=""work-photo second-photo""></div><img loading=""lazy"" src=""../projects/40-homunculos/homunculos-3.jpg"" alt="""" class=""work-bg""><div class=""overlay-main _01 less full""></div></a>"
41,FALSE,Biodiseño en colegios,Educación,Biodiseño en colegios,Animación 2D,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.",41-biodiseno-en-colegios,biodiseno-en-colegios,../projects/41-biodiseno-en-colegios/,..projects/41-biodiseno-en-colegios.html,biodiseno-en-colegios-thumb.jpg,4,"biodiseno-en-colegios-1.jpg, biodiseno-en-colegios-2.jpg, biodiseno-en-colegios-3.jpg, biodiseno-en-colegios-4.jpg",,1,biodiseno-en-colegios-1.mp4,Universidad de los Andes,2007–2011,Monica Peña,,"<a href=""#"" class=""work-wrapper w-inline-block""><div class=""work-title-wrapper""><div class=""projecttitle"">Biodiseño en colegios</div><div class=""projecttitle hide"">—</div><div class=""projecttitle light-text"">Animación 2D</div></div><div class=""project-card-thumbnail-wrapper""><img loading=""lazy"" src=""../projects/41-biodiseno-en-colegios/biodiseno-en-colegios-thumb.jpg"" alt="""" class=""work-photo thumb""><img loading=""lazy"" src=""../projects/41-biodiseno-en-colegios/biodiseno-en-colegios-2.jpg"" alt="""" class=""work-photo second-photo""></div><img loading=""lazy"" src=""../projects/41-biodiseno-en-colegios/biodiseno-en-colegios-3.jpg"" alt="""" class=""work-bg""><div class=""overlay-main _01 less full""></div></a>"
42,FALSE,Carnaval Digital,Arte,Carnaval Digital,3D/Interactividad/Instalación artistica,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.",42-carnaval-digital,carnaval-digital,../projects/42-carnaval-digital/,..projects/42-carnaval-digital.html,carnaval-digital-thumb.jpg,4,"carnaval-digital-1.jpg, carnaval-digital-2.jpg, carnaval-digital-3.jpg, carnaval-digital-4.jpg",,1,carnaval-digital-1.mp4,,2007–2011,Proyecto Personal,,"<a href=""#"" class=""work-wrapper w-inline-block""><div class=""work-title-wrapper""><div class=""projecttitle"">Carnaval Digital</div><div class=""projecttitle hide"">—</div><div class=""projecttitle light-text"">3D/Interactividad/Instalación artistica</div></div><div class=""project-card-thumbnail-wrapper""><img loading=""lazy"" src=""../projects/42-carnaval-digital/carnaval-digital-thumb.jpg"" alt="""" class=""work-photo thumb""><img loading=""lazy"" src=""../projects/42-carnaval-digital/carnaval-digital-2.jpg"" alt="""" class=""work-photo second-photo""></div><img loading=""lazy"" src=""../projects/42-carnaval-digital/carnaval-digital-3.jpg"" alt="""" class=""work-bg""><div class=""overlay-main _01 less full""></div></a>"
43,FALSE,Constelaciones,Evento,Constelaciones,Diseño para Visuales en vivo,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.",43-constelaciones,constelaciones,../projects/43-constelaciones/,..projects/43-constelaciones.html,constelaciones-thumb.jpg,4,"constelaciones-1.jpg, constelaciones-2.jpg, constelaciones-3.jpg, constelaciones-4.jpg",,1,constelaciones-1.mp4,,2007–2011,Articular Lab,,"<a href=""#"" class=""work-wrapper w-inline-block""><div class=""work-title-wrapper""><div class=""projecttitle"">Constelaciones</div><div class=""projecttitle hide"">—</div><div class=""projecttitle light-text"">Diseño para Visuales en vivo</div></div><div class=""project-card-thumbnail-wrapper""><img loading=""lazy"" src=""../projects/43-constelaciones/constelaciones-thumb.jpg"" alt="""" class=""work-photo thumb""><img loading=""lazy"" src=""../projects/43-constelaciones/constelaciones-2.jpg"" alt="""" class=""work-photo second-photo""></div><img loading=""lazy"" src=""../projects/43-constelaciones/constelaciones-3.jpg"" alt="""" class=""work-bg""><div class=""overlay-main _01 less full""></div></a>"
44,FALSE,Doroy,Evento,Doroy,Diseño para Visuales en vivo,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.",44-doroy,doroy,../projects/44-doroy/,..projects/44-doroy.html,doroy-thumb.jpg,4,"doroy-1.jpg, doroy-2.jpg, doroy-3.jpg, doroy-4.jpg",,1,doroy-1.mp4,,2007–2011,Articular Lab,,"<a href=""#"" class=""work-wrapper w-inline-block""><div class=""work-title-wrapper""><div class=""projecttitle"">Doroy</div><div class=""projecttitle hide"">—</div><div class=""projecttitle light-text"">Diseño para Visuales en vivo</div></div><div class=""project-card-thumbnail-wrapper""><img loading=""lazy"" src=""../projects/44-doroy/doroy-thumb.jpg"" alt="""" class=""work-photo thumb""><img loading=""lazy"" src=""../projects/44-doroy/doroy-2.jpg"" alt="""" class=""work-photo second-photo""></div><img loading=""lazy"" src=""../projects/44-doroy/doroy-3.jpg"" alt="""" class=""work-bg""><div class=""overlay-main _01 less full""></div></a>"
45,FALSE,Glitch Depth Studies - FILE Brasil 2019,Arte,Glitch Depth Studies - FILE Brasil 2019,Obra artistica sobre fachada,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.",45-glitch-depth-studies-file-brasil-2019,glitch-depth-studies-file-brasil-2019,../projects/45-glitch-depth-studies-file-brasil-2019/,..projects/45-glitch-depth-studies-file-brasil-2019.html,glitch-depth-studies-file-brasil-2019-thumb.jpg,4,"glitch-depth-studies-file-brasil-2019-1.jpg, glitch-depth-studies-file-brasil-2019-2.jpg, glitch-depth-studies-file-brasil-2019-3.jpg, glitch-depth-studies-file-brasil-2019-4.jpg",,1,glitch-depth-studies-file-brasil-2019-1.mp4,,2007–2011,Proyecto Personal,,"<a href=""#"" class=""work-wrapper w-inline-block""><div class=""work-title-wrapper""><div class=""projecttitle"">Glitch Depth Studies - FILE Brasil 2019</div><div class=""projecttitle hide"">—</div><div class=""projecttitle light-text"">Obra artistica sobre fachada</div></div><div class=""project-card-thumbnail-wrapper""><img loading=""lazy"" src=""../projects/45-glitch-depth-studies-file-brasil-2019/glitch-depth-studies-file-brasil-2019-thumb.jpg"" alt="""" class=""work-photo thumb""><img loading=""lazy"" src=""../projects/45-glitch-depth-studies-file-brasil-2019/glitch-depth-studies-file-brasil-2019-2.jpg"" alt="""" class=""work-photo second-photo""></div><img loading=""lazy"" src=""../projects/45-glitch-depth-studies-file-brasil-2019/glitch-depth-studies-file-brasil-2019-3.jpg"" alt="""" class=""work-bg""><div class=""overlay-main _01 less full""></div></a>"
46,FALSE,Frankenwalnut,Literatura,Frankenwalnut,Modelado 3D/Lookdev,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.",46-frankenwalnut,frankenwalnut,../projects/46-frankenwalnut/,..projects/46-frankenwalnut.html,frankenwalnut-thumb.jpg,4,"frankenwalnut-1.jpg, frankenwalnut-2.jpg, frankenwalnut-3.jpg, frankenwalnut-4.jpg",,1,frankenwalnut-1.mp4,,2007–2011,,,"<a href=""#"" class=""work-wrapper w-inline-block""><div class=""work-title-wrapper""><div class=""projecttitle"">Frankenwalnut</div><div class=""projecttitle hide"">—</div><div class=""projecttitle light-text"">Modelado 3D/Lookdev</div></div><div class=""project-card-thumbnail-wrapper""><img loading=""lazy"" src=""../projects/46-frankenwalnut/frankenwalnut-thumb.jpg"" alt="""" class=""work-photo thumb""><img loading=""lazy"" src=""../projects/46-frankenwalnut/frankenwalnut-2.jpg"" alt="""" class=""work-photo second-photo""></div><img loading=""lazy"" src=""../projects/46-frankenwalnut/frankenwalnut-3.jpg"" alt="""" class=""work-bg""><div class=""overlay-main _01 less full""></div></a>"
47,FALSE,InCorpoData,Educación,InCorpoData,Diseño curso/Laboratorista,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.",47-incorpodata,incorpodata,../projects/47-incorpodata/,..projects/47-incorpodata.html,incorpodata-thumb.jpg,4,"incorpodata-1.jpg, incorpodata-2.jpg, incorpodata-3.jpg, incorpodata-4.jpg",,1,incorpodata-1.mp4,,2007–2011,Plataforma Bogota,,"<a href=""#"" class=""work-wrapper w-inline-block""><div class=""work-title-wrapper""><div class=""projecttitle"">InCorpoData</div><div class=""projecttitle hide"">—</div><div class=""projecttitle light-text"">Diseño curso/Laboratorista</div></div><div class=""project-card-thumbnail-wrapper""><img loading=""lazy"" src=""../projects/47-incorpodata/incorpodata-thumb.jpg"" alt="""" class=""work-photo thumb""><img loading=""lazy"" src=""../projects/47-incorpodata/incorpodata-2.jpg"" alt="""" class=""work-photo second-photo""></div><img loading=""lazy"" src=""../projects/47-incorpodata/incorpodata-3.jpg"" alt="""" class=""work-bg""><div class=""overlay-main _01 less full""></div></a>"
48,FALSE,Interfaz,Evento,Interfaz,Diseño Interactivo,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.",48-interfaz,interfaz,../projects/48-interfaz/,..projects/48-interfaz.html,interfaz-thumb.jpg,4,"interfaz-1.jpg, interfaz-2.jpg, interfaz-3.jpg, interfaz-4.jpg",,1,interfaz-1.mp4,,2007–2011,_Ema Colectivo,,"<a href=""#"" class=""work-wrapper w-inline-block""><div class=""work-title-wrapper""><div class=""projecttitle"">Interfaz</div><div class=""projecttitle hide"">—</div><div class=""projecttitle light-text"">Diseño Interactivo</div></div><div class=""project-card-thumbnail-wrapper""><img loading=""lazy"" src=""../projects/48-interfaz/interfaz-thumb.jpg"" alt="""" class=""work-photo thumb""><img loading=""lazy"" src=""../projects/48-interfaz/interfaz-2.jpg"" alt="""" class=""work-photo second-photo""></div><img loading=""lazy"" src=""../projects/48-interfaz/interfaz-3.jpg"" alt="""" class=""work-bg""><div class=""overlay-main _01 less full""></div></a>"
49,FALSE,Yuu Brand,Evento,Yuu Brand,3D/Animación,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Phasellus vestibulum ultricies orci nec venenatis. Duis cursus cursus mi, eget maximus purus tempor vitae. Praesent at felis vestibulum, luctus diam at, consequat lectus. Vestibulum non euismod lectus. Proin imperdiet hendrerit nulla sit amet volutpat. Cras semper ut lacus ut consectetur. Vivamus tincidunt orci ut dignissim accumsan. Proin lectus orci, commodo id tristique quis, semper et sem.",49-yuu-brand,yuu-brand,../projects/49-yuu-brand/,..projects/49-yuu-brand.html,yuu-brand-thumb.jpg,4,"yuu-brand-1.jpg, yuu-brand-2.jpg, yuu-brand-3.jpg, yuu-brand-4.jpg",,1,yuu-brand-1.mp4,Yuu Brand,2007–2011,Tactil Lab,,"<a href=""#"" class=""work-wrapper w-inline-block""><div class=""work-title-wrapper""><div class=""projecttitle"">Yuu Brand</div><div class=""projecttitle hide"">—</div><div class=""projecttitle light-text"">3D/Animación</div></div><div class=""project-card-thumbnail-wrapper""><img loading=""lazy"" src=""../projects/49-yuu-brand/yuu-brand-thumb.jpg"" alt="""" class=""work-photo thumb""><img loading=""lazy"" src=""../projects/49-yuu-brand/yuu-brand-2.jpg"" alt="""" class=""work-photo second-photo""></div><img loading=""lazy"" src=""../projects/49-yuu-brand/yuu-brand-3.jpg"" alt="""" class=""work-bg""><div class=""overlay-main _01 less full""></div></a>"
